DATE,OPEN,HIGH,LOW,CLOSE,NUM_TRADES,VOLUME,WAPRICE
2020-10-29,105.9,105.91,105.5,105.8,298,4935.0,105.66
2020-10-30,105.69,105.98,105.54,105.95,198,4291.0,105.92
2020-11-02,105.7,105.96,105.5,105.8,272,7415.0,105.73
2020-11-03,105.56,106.18,105.42,106.04,170,5719.0,106.0
2020-11-05,105.92,106.2,105.9,106.17,179,4382.0,106.15
2020-11-06,106.13,106.4,106.13,106.19,185,3009.0,106.19
2020-11-09,105.84,106.64,105.82,106.28,258,8708.0,106.38
2020-11-10,106.6,107.44,106.0,107.0,244,10497.0,106.47
2020-11-11,107.0,107.2,106.31,106.37,271,9735.0,106.55
2020-11-12,106.22,106.96,106.01,106.77,184,4446.0,106.69
2020-11-13,106.95,106.99,106.6,106.93,457,7208.0,106.9
2020-11-16,106.83,107.29,106.83,107.15,223,5365.0,107.05
2020-11-17,107.01,107.39,106.83,107.28,158,6853.0,107.3
2020-11-18,107.43,107.45,107.28,107.4,155,5340.0,107.4
2020-11-19,107.45,107.5,107.4,107.41,138,3568.0,107.47
2020-11-20,107.41,107.47,107.1,107.22,149,3806.0,107.39
2020-11-23,107.47,107.85,107.28,107.85,441,7312.0,107.51
2020-11-24,107.27,107.88,107.26,107.77,146,4614.0,107.69
2020-11-25,107.94,107.94,107.01,107.65,159,5106.0,107.62
2020-11-26,107.31,107.87,107.0,107.67,99,1814.0,107.58
2020-11-27,107.85,107.88,107.1,107.27,126,1723.0,107.5
2020-11-30,107.6,107.6,107.05,107.6,136,4470.0,107.46
2020-12-01,107.58,107.6,107.07,107.27,121,3426.0,107.46
2020-12-02,107.23,107.59,106.91,107.34,140,2384.0,107.3
2020-12-03,107.57,107.59,107.34,107.34,101,1860.0,107.51
2020-12-04,107.34,107.58,107.11,107.36,99,4426.0,107.31
2020-12-07,107.58,107.96,106.8,107.34,151,4029.0,107.09
2020-12-08,107.36,107.36,107.1,107.17,111,2232.0,107.19
2020-12-09,107.17,107.34,107.07,107.15,78,1462.0,107.14
2020-12-10,107.09,107.3,106.51,107.1,182,2586.0,107.09
2020-12-11,106.51,107.08,106.51,106.99,100,1960.0,106.98
2020-12-14,106.99,107.0,106.4,106.5,129,1652.0,106.72
